ID;Jugador;Nacionalidad;Posicion;Equipo;Liga;Edad;Nacimiento;Partidos;Partidos-titular;Minutos;Goles;Asistencias;G+A;Gol-Penal;Amarillas;Rojas;Goles-esperados;xAG
711;Bamba Dieng;sn SEN;FW;Lorient;fr Ligue 1;23;2000;16;5;549;4;1;5;4;3;0;3.2;1.6
712;Eric Dier;eng ENG;DF;Tottenham;eng Premier League;29;1994;4;1;201;0;0;0;0;0;0;0.0;0.0
713;Eric Dier;eng ENG;DF;Bayern Munich;de Bundesliga;29;1994;15;13;1166;0;0;0;0;1;0;0.7;0.1
714;Guillaume Dietsch;fr FRA;GK;Metz;fr Ligue 1;22;2001;1;0;73;0;0;0;0;0;0;0.0;0.0
715;Florian Dietz;de GER;FW,MF;Köln;de Bundesliga;24;1998;5;0;70;0;0;0;0;0;0;0.3;0.1
716;Lucas Digne;fr FRA;DF;Aston Villa;eng Premier League;30;1993;33;27;2410;1;3;4;1;7;0;1.1;4.1
717;Federico Dimarco;it ITA;DF;Inter;it Serie A;25;1997;30;29;2077;5;6;11;5;0;0;2.9;8.5
718;Stole Dimitrievski;mk MKD;GK;Rayo Vallecano;es La Liga;29;1993;37;37;3330;0;0;0;0;2;0;0.0;0.1
719;Junior Dina Ebimbe;fr FRA;MF,DF;Eint Frankfurt;de Bundesliga;22;2000;31;25;1956;5;3;8;5;5;0;5.0;2.9
720;Eren Dinkçi;de GER;FW,MF;Heidenheim;de Bundesliga;21;2001;33;33;2650;10;5;15;10;8;0;4.3;3.7
721;Sinaly Diomande;ci CIV;DF;Lyon;fr Ligue 1;22;2001;10;10;889;0;0;0;0;2;0;1.0;0.7
722;Edan Diop;fr FRA;MF,DF;Monaco;fr Ligue 1;18;2004;10;0;163;0;0;0;0;3;0;0.0;0.0
723;Issa Diop;fr FRA;DF;Fulham;eng Premier League;26;1997;18;16;1424;0;0;0;0;4;1;0.3;0.0
724;Sofiane Diop;fr FRA;FW;Nice;fr Ligue 1;23;2000;10;6;499;0;0;0;0;0;0;1.2;0.8
725;Andy Diouf;fr FRA;MF;Lens;fr Ligue 1;20;2003;25;16;1314;1;0;1;1;2;0;1.5;1.1
726;Yehvann Diouf;fr FRA;GK;Reims;fr Ligue 1;23;1999;34;34;3060;0;0;0;0;1;0;0.0;0.0
727;Axel Disasi;fr FRA;DF;Chelsea;eng Premier League;25;1998;31;29;2579;2;0;2;2;6;0;2.4;0.3
728;Tiago Djaló;pt POR;DF;Juventus;it Serie A;23;2000;1;0;17;0;0;0;0;0;0;0.0;0.0
729;Chaim El Djebali;tn TUN;MF;Lyon;fr Ligue 1;19;2004;1;0;12;0;0;0;0;0;0;0.0;0.0
730;Djené;tg TOG;DF,MF;Getafe;es La Liga;31;1991;33;30;2484;0;0;0;0;14;1;0.1;0.3
731;Koffi Djidji;ci CIV;DF;Torino;it Serie A;30;1992;13;8;759;0;0;0;0;2;0;0.1;0.0
732;Berat Djimsiti;al ALB;DF;Atalanta;it Serie A;30;1993;37;32;2832;0;1;1;0;5;0;0.8;0.7
733;Marko Dmitrović;rs SRB;GK;Sevilla;es La Liga;31;1992;13;13;1170;0;0;0;0;1;0;0.0;0.0
734;Ben Doak;sct SCO;FW;Liverpool;eng Premier League;17;2005;1;0;14;0;0;0;0;0;0;0.0;0.0
735;Ritsu Doan;jp JPN;DF,MF;Freiburg;de Bundesliga;25;1998;30;26;2246;7;2;9;7;2;0;5.0;3.1
736;Lewis Dobbin;eng ENG;MF;Everton;eng Premier League;20;2003;12;1;232;1;0;1;1;1;0;0.3;0.5
737;Dodô;br BRA;DF;Fiorentina;it Serie A;24;1998;9;7;523;0;0;0;0;0;0;0.1;0.8
738;Danilho Doekhi;nl NED;DF;Union Berlin;de Bundesliga;25;1998;24;24;2160;2;0;2;2;2;0;1.2;0.2
739;Matt Doherty;ie IRL;DF,MF;Wolves;eng Premier League;31;1992;30;9;1150;1;0;1;1;2;0;0.8;1.3
740;Josh Doig;sct SCO;DF;Hellas Verona;it Serie A;21;2002;12;11;830;0;0;0;0;2;0;0.2;0.3
741;Josh Doig;sct SCO;DF;Sassuolo;it Serie A;21;2002;16;15;1343;0;2;2;0;5;0;0.2;1.1
742;Jeremy Doku;be BEL;FW,MF;Manchester City;eng Premier League;21;2002;29;18;1595;3;8;11;3;3;0;2.5;4.6
743;Jeremy Doku;be BEL;FW;Rennes;fr Ligue 1;21;2002;2;1;111;1;0;1;1;0;0;0.6;0.2
744;Jaume Doménech;es ESP;GK;Valencia;es La Liga;32;1990;2;1;79;0;0;0;0;0;0;0.0;0.0
745;Carlos Dominguez;es ESP;DF;Celta Vigo;es La Liga;22;2001;22;18;1584;0;0;0;0;2;0;0.3;0.1
746;Mario Dominguez;es ESP;FW;Valencia;es La Liga;19;2004;3;0;25;0;0;0;0;0;0;0.2;0.0
747;Nicolás Domínguez;ar ARG;MF,FW;Nott'ham Forest;eng Premier League;25;1998;26;19;1495;2;2;4;2;4;0;1.3;1.0
748;Nicolás Domínguez;ar ARG;MF;Bologna;it Serie A;25;1998;2;1;102;0;0;0;0;0;0;0.0;0.0
749;Giulio Donati;it ITA;DF;Monza;it Serie A;33;1990;4;0;36;0;0;0;0;2;0;0.0;0.2
750;Jamie Donley;eng ENG;FW;Tottenham;eng Premier League;18;2005;3;0;3;0;0;0;0;1;0;0.0;0.0
751;Gianluigi Donnarumma;it ITA;GK;Paris S-G;fr Ligue 1;24;1999;25;25;2169;0;0;0;0;3;1;0.0;0.0
752;Patrick Dorgu;dk DEN;DF,MF;Lecce;it Serie A;18;2004;32;17;1564;2;0;2;2;6;0;2.0;1.6
753;Niklas Dorsch;de GER;MF;Augsburg;de Bundesliga;25;1998;21;16;1386;0;0;0;0;5;0;0.7;0.1
754;Alberto Dossena;it ITA;DF;Cagliari;it Serie A;24;1998;35;33;2977;2;4;6;2;5;0;2.2;2.1
755;Carlos Dotor;es ESP;MF;Celta Vigo;es La Liga;22;2001;17;7;708;0;0;0;0;2;0;0.2;0.1
756;Abdoulaye Doucouré;ml MLI;FW,MF;Everton;eng Premier League;30;1993;32;32;2629;7;1;8;7;7;0;8.8;2.9
757;Cheick Doucouré;ml MLI;MF;Crystal Palace;eng Premier League;23;2000;11;11;919;0;0;0;0;2;0;0.3;0.7
758;Siriné Doucouré;ml MLI;FW;Lorient;fr Ligue 1;21;2002;11;5;423;1;3;4;1;2;0;0.9;1.3
759;Désiré Doué;fr FRA;MF,FW;Rennes;fr Ligue 1;18;2005;31;17;1626;4;4;8;4;3;0;2.4;3.7
760;Guela Doué;ci CIV;DF;Rennes;fr Ligue 1;20;2002;24;13;1234;0;2;2;0;1;1;0.5;1.1
761;Alfie Doughty;eng ENG;DF;Luton Town;eng Premier League;23;1999;37;34;2925;2;8;10;2;5;0;1.3;6.3
762;Douglas;br BRA;MF;Nantes;fr Ligue 1;26;1997;25;22;1772;0;0;0;0;7;0;1.2;1.1
763;Ismaël Doukouré;fr FRA;MF,DF;Strasbourg;fr Ligue 1;20;2003;22;19;1656;0;0;0;0;4;0;0.3;0.2
764;Kamory Doumbia;ml MLI;MF;Brest;fr Ligue 1;20;2003;25;7;879;6;5;11;6;1;0;4.2;0.9
765;Anastasios Douvikas;gr GRE;FW;Celta Vigo;es La Liga;23;1999;32;7;905;7;1;8;7;2;0;4.6;1.3
766;Artem Dovbyk;ua UKR;FW;Girona;es La Liga;26;1997;36;32;2587;24;8;32;17;2;0;24.2;6.2
767;Nikola Dovedan;at AUT;MF,FW;Heidenheim;de Bundesliga;29;1994;21;5;656;3;1;4;3;0;1;1.9;0.6
768;Damion Downs;us USA;FW,MF;Köln;de Bundesliga;19;2004;10;0;181;2;0;2;2;0;0;1.0;0.0
769;Tommy Doyle;eng ENG;MF;Wolves;eng Premier League;21;2001;26;11;1222;0;0;0;0;2;0;0.4;0.4
770;Radu Drăgușin;ro ROU;DF;Tottenham;eng Premier League;21;2002;9;4;429;0;0;0;0;1;0;0.1;0.0
771;Radu Drăgușin;ro ROU;DF;Genoa;it Serie A;21;2002;19;19;1710;2;1;3;2;1;0;1.0;0.8
772;Dion Drena Beljo;hr CRO;FW,MF;Augsburg;de Bundesliga;21;2002;26;3;581;2;0;2;2;2;0;3.0;0.5
773;Tim Drexler;de GER;DF;Hoffenheim;de Bundesliga;18;2005;8;6;573;0;0;0;0;1;0;0.0;0.0
774;Domingos Duarte;pt POR;DF;Getafe;es La Liga;28;1995;15;11;907;0;0;0;0;5;2;0.3;0.1
775;Rubén Duarte;es ESP;DF;Alavés;es La Liga;27;1995;28;21;1878;2;1;3;2;7;0;0.7;1.5
776;Martin Dúbravka;sk SVK;GK;Newcastle Utd;eng Premier League;34;1989;23;22;1985;0;0;0;0;1;0;0.0;0.1
777;Marvin Ducksch;de GER;FW;Werder Bremen;de Bundesliga;29;1994;33;32;2696;12;9;21;7;9;0;12.8;7.8
778;Ondrej Duda;sk SVK;MF;Hellas Verona;it Serie A;28;1994;32;29;2456;1;4;5;1;14;2;2.2;3.3
779;Denzel Dumfries;nl NED;DF;Inter;it Serie A;27;1996;31;19;1639;4;4;8;4;2;1;2.3;4.9
780;Paul Dummett;wls WAL;DF;Newcastle Utd;eng Premier League;31;1991;5;0;20;0;0;0;0;0;0;0.0;0.0
781;Alfred Duncan;gh GHA;MF;Fiorentina;it Serie A;30;1993;30;24;1888;2;5;7;2;2;0;1.5;2.0
782;Lewis Dunk;eng ENG;DF;Brighton;eng Premier League;31;1991;33;33;2869;3;1;4;3;7;1;3.1;0.9
783;Jhon Durán;co COL;FW,MF;Aston Villa;eng Premier League;19;2003;23;3;475;5;0;5;5;5;0;2.0;0.3
784;Julien Duranville;be BEL;FW,MF;Dortmund;de Bundesliga;17;2006;2;0;12;0;0;0;0;0;0;0.0;0.0
785;Hugo Duro;es ESP;FW;Valencia;es La Liga;23;1999;37;35;2976;13;2;15;13;4;0;11.5;1.3
786;Jean-Kevin Duverne;ht HAI;DF;Nantes;fr Ligue 1;26;1997;19;15;1348;0;0;0;0;5;0;0.3;0.2
787;Paulo Dybala;ar ARG;FW,MF;Roma;it Serie A;29;1993;28;25;1959;13;9;22;6;3;0;10.6;4.3
788;Aron Dønnum;no NOR;FW,MF;Toulouse;fr Ligue 1;25;1998;27;19;1595;0;1;1;0;8;0;1.0;2.1
789;George Earthy;eng ENG;FW;West Ham;eng Premier League;18;2004;3;0;34;1;0;1;1;0;0;0.3;0.0
790;Simon Ebonog;cm CMR;MF;Le Havre;fr Ligue 1;18;2004;4;0;20;0;0;0;0;0;0;0.0;0.0
791;Festy Ebosele;ie IRL;DF;Udinese;it Serie A;20;2002;31;20;1700;0;0;0;0;6;1;0.8;1.8
792;Enzo Ebosse;cm CMR;DF;Udinese;it Serie A;24;1999;1;0;8;0;0;0;0;0;0;0.0;0.0
793;Tyronne Ebuehi;ng NGA;DF;Empoli;it Serie A;27;1995;15;11;1099;0;1;1;0;0;0;0.3;0.9
794;Ederson;br BRA;GK;Manchester City;eng Premier League;29;1993;33;33;2785;0;0;0;0;5;0;0.0;0.1
795;Éderson;br BRA;MF;Atalanta;it Serie A;24;1999;36;32;2869;6;1;7;6;8;0;3.5;1.4
796;Odsonne Édouard;fr FRA;FW,MF;Crystal Palace;eng Premier League;25;1998;30;17;1555;7;0;7;7;4;0;6.2;1.2
797;John Egan;ie IRL;DF;Sheffield Utd;eng Premier League;30;1992;6;6;482;0;0;0;0;2;0;0.2;0.0
798;Maximilian Eggestein;de GER;MF;Freiburg;de Bundesliga;26;1996;33;33;2914;1;2;3;1;6;0;2.4;2.8
799;Lilian Egloff;de GER;MF,DF;Stuttgart;de Bundesliga;20;2002;5;1;106;0;0;0;0;1;0;0.2;0.0
800;Kingsley Ehizibue;nl NED;DF;Udinese;it Serie A;28;1995;23;11;955;0;1;1;0;4;0;1.3;0.7
801;Hjalmar Ekdal;se SWE;DF;Burnley;eng Premier League;24;1998;8;5;437;0;0;0;0;2;0;0.1;0.1
802;Hugo Ekitike;fr FRA;FW;Paris S-G;fr Ligue 1;21;2002;1;0;9;0;0;0;0;0;0;0.0;0.0
803;Hugo Ekitike;fr FRA;FW;Eint Frankfurt;de Bundesliga;21;2002;14;7;716;4;2;6;4;3;0;2.4;1.7
804;Emmanuel Ekong;se SWE;FW;Empoli;it Serie A;21;2002;1;0;5;0;0;0;0;0;0;0.0;0.0
805;Caleb Ekuban;gh GHA;FW;Genoa;it Serie A;29;1994;29;10;1131;4;1;5;4;0;0;2.9;1.4
806;Anthony Elanga;se SWE;FW,MF;Nott'ham Forest;eng Premier League;21;2002;36;25;2433;5;9;14;5;1;0;6.6;6.7
807;Simon Elisor;fr FRA;FW;Metz;fr Ligue 1;24;1999;14;9;767;1;0;1;1;1;0;2.3;0.9
808;Harvey Elliott;eng ENG;MF,FW;Liverpool;eng Premier League;20;2003;34;11;1352;3;6;9;3;2;0;2.7;3.5
809;Elif Elmas;mk MKD;FW,MF;Napoli;it Serie A;23;1999;11;4;339;2;0;2;2;2;0;0.5;0.2
810;Elif Elmas;mk MKD;MF,FW;RB Leipzig;de Bundesliga;23;1999;14;2;266;0;0;0;0;0;0;0.8;0.1
811;Mohamed Elneny;eg EGY;MF;Arsenal;eng Premier League;31;1992;3;0;28;0;0;0;0;0;0;0.1;0.0
812;Aritz Elustondo;es ESP;DF;Real Sociedad;es La Liga;29;1994;15;7;812;0;1;1;0;2;0;0.3;0.6
813;Nico Elvedi;ch SUI;DF;Gladbach;de Bundesliga;26;1996;30;28;2482;2;1;3;2;5;0;1.6;0.1
814;Adri Embarba;es ESP;FW,MF;Almería;es La Liga;31;1992;36;29;2476;3;2;5;2;5;0;4.3;4.4
815;Breel Embolo;ch SUI;FW;Monaco;fr Ligue 1;26;1997;5;2;182;1;0;1;1;0;0;0.7;0.1
816;Emanuel Emegha;nl NED;FW;Strasbourg;fr Ligue 1;20;2003;28;23;2078;8;1;9;8;3;0;10.8;0.4
817;Emerson;br BRA;DF;Tottenham;eng Premier League;24;1999;22;11;1161;1;0;1;1;4;0;0.2;0.4
818;Youssef En-Nesyri;ma MAR;FW;Sevilla;es La Liga;26;1997;33;28;2570;16;2;18;15;4;0;10.8;1.3
819;Julio Enciso;py PAR;MF,FW;Brighton;eng Premier League;19;2004;12;5;475;0;2;2;0;2;0;1.4;1.7
820;Wataru Endo;jp JPN;MF;Liverpool;eng Premier League;30;1993;29;20;1722;1;0;1;1;10;0;0.5;1.7
821;Arne Engels;be BEL;MF,DF;Augsburg;de Bundesliga;19;2003;32;13;1405;3;2;5;3;1;1;1.8;1.2
822;Christian Eriksen;dk DEN;MF;Manchester Utd;eng Premier League;31;1992;22;12;1141;1;2;3;1;1;0;1.0;2.3
823;Martin Erlic;hr CRO;DF;Sassuolo;it Serie A;25;1998;32;31;2618;1;0;1;1;5;0;1.0;0.0
824;Gonzalo Escalante;ar ARG;MF;Cádiz;es La Liga;30;1993;25;18;1697;1;2;3;1;2;1;1.9;1.7
825;Aarón Escandell;es ESP;GK;Las Palmas;es La Liga;27;1995;2;1;153;0;0;0;0;0;1;0.0;0.0
826;Alfonso Espino;uy URU;DF;Rayo Vallecano;es La Liga;31;1992;31;29;2507;0;1;1;0;9;0;1.0;2.8
827;Bernardo Espinosa;co COL;DF;Girona;es La Liga;34;1989;2;0;2;0;0;0;0;0;0;0.0;0.0
828;Maxime Estève;fr FRA;DF;Burnley;eng Premier League;21;2002;16;15;1309;0;0;0;0;6;0;0.3;0.0
829;Maxime Estève;fr FRA;DF;Montpellier;fr Ligue 1;21;2002;12;12;995;1;1;2;1;2;0;0.2;0.3
830;Oscar Estupiñan;co COL;FW;Metz;fr Ligue 1;26;1996;6;4;260;0;0;0;0;0;0;0.5;0.0
831;Pervis Estupiñán;ec ECU;DF;Brighton;eng Premier League;25;1998;19;15;1243;2;3;5;2;4;0;1.0;3.5
832;Karl Etta;cm CMR;FW;Cádiz;es La Liga;19;2004;1;0;21;0;0;0;0;0;0;0.0;0.0
833;Jonny Evans;nir NIR;DF;Manchester Utd;eng Premier League;35;1988;23;15;1392;0;1;1;0;2;0;0.1;1.2
834;Eberechi Eze;eng ENG;MF,FW;Crystal Palace;eng Premier League;25;1998;27;24;2055;11;4;15;10;3;0;9.1;5.2
835;Abde Ezzalzouli;ma MAR;FW,MF;Barcelona;es La Liga;21;2001;2;0;68;0;0;0;0;0;0;0.2;0.1
836;Abde Ezzalzouli;ma MAR;FW;Betis;es La Liga;21;2001;26;6;865;1;0;1;1;1;0;3.0;0.3
837;Giovanni Fabbian;it ITA;MF,FW;Bologna;it Serie A;20;2003;27;11;1057;5;2;7;5;4;0;4.2;1.9
838;Łukasz Fabiański;pl POL;GK;West Ham;eng Premier League;38;1985;10;7;721;0;0;0;0;0;0;0.0;0.0
839;Nicolò Fagioli;it ITA;MF;Juventus;it Serie A;22;2001;8;4;437;0;2;2;0;1;0;0.4;0.7
840;Romain Faivre;fr FRA;MF,FW;Bournemouth;eng Premier League;25;1998;5;0;41;0;0;0;0;1;0;0.2;0.0
841;Romain Faivre;fr FRA;MF,FW;Lorient;fr Ligue 1;25;1998;17;16;1453;5;1;6;5;1;0;2.8;1.7
842;Ilhan Fakili;fr FRA;MF,FW;Clermont Foot;fr Ligue 1;17;2006;3;1;94;0;0;0;0;0;0;0.2;0.0
843;Radamel Falcao;co COL;FW,DF;Rayo Vallecano;es La Liga;37;1986;22;2;407;1;0;1;0;4;0;2.7;0.3
844;Wladimiro Falcone;it ITA;GK;Lecce;it Serie A;28;1995;38;38;3420;0;0;0;0;0;0;0.0;0.2
845;Fali;es ESP;DF;Cádiz;es La Liga;29;1993;30;30;2547;0;0;0;0;12;0;0.8;0.1
846;Davide Faraoni;it ITA;DF;Hellas Verona;it Serie A;31;1991;11;7;602;0;1;1;0;5;0;0.4;0.4
847;Davide Faraoni;it ITA;DF;Fiorentina;it Serie A;31;1991;8;4;392;0;1;1;0;0;0;0.1;0.4
848;Ansu Fati;es ESP;MF,FW;Brighton;eng Premier League;20;2002;19;3;521;2;0;2;2;2;0;3.4;0.8
849;Ansu Fati;es ESP;MF,FW;Barcelona;es La Liga;20;2002;3;0;50;0;0;0;0;0;0;0.7;0.0
850;Khalil Fayad;fr FRA;FW,MF;Montpellier;fr Ligue 1;19;2004;23;11;1025;3;0;3;3;2;0;1.9;0.5
851;Federico Fazio;ar ARG;DF;Salernitana;it Serie A;36;1987;17;15;1355;1;0;1;1;3;1;0.4;0.1
852;Jacopo Fazzini;it ITA;MF;Empoli;it Serie A;20;2003;31;14;1232;1;1;2;1;6;0;1.2;2.3
853;Peter Federico;do DOM;MF,FW;Valencia;es La Liga;21;2002;15;5;649;0;0;0;0;1;0;1.7;1.0
854;Nabil Fekir;fr FRA;MF,FW;Betis;es La Liga;30;1993;19;10;1049;1;2;3;1;1;0;2.2;2.3
855;Felipe;br BRA;DF;Nott'ham Forest;eng Premier League;34;1989;7;4;375;0;0;0;0;4;0;0.1;0.1
856;Luiz Felipe;it ITA;DF;Betis;es La Liga;26;1997;4;4;360;0;0;0;0;1;0;0.1;0.2
857;João Félix;pt POR;FW;Barcelona;es La Liga;23;1999;30;18;1540;7;3;10;7;3;0;8.7;3.1
858;Ohis Felix Uduokhai;de GER;DF;Augsburg;de Bundesliga;25;1997;33;33;2921;2;0;2;2;5;1;1.4;0.8
859;Kiko Femenía;es ESP;DF;Villarreal;es La Liga;32;1991;23;16;1583;0;0;0;0;8;1;0.0;0.6
860;Evan Ferguson;ie IRL;FW;Brighton;eng Premier League;18;2004;27;15;1367;6;0;6;6;1;0;4.6;0.5
861;Lewis Ferguson;sct SCO;MF;Bologna;it Serie A;23;1999;31;31;2712;6;3;9;6;8;0;5.4;2.3
862;Bruno Fernandes;pt POR;MF,FW;Manchester Utd;eng Premier League;28;1994;35;35;3118;10;8;18;6;9;0;10.0;11.8
863;Edimilson Fernandes;ch SUI;DF;Mainz 05;de Bundesliga;27;1996;21;13;1290;0;2;2;0;4;0;0.5;0.7
864;Aitor Fernández;es ESP;GK;Osasuna;es La Liga;32;1991;7;6;551;0;0;0;0;2;0;0.0;0.0
865;Álex Fernández;es ESP;MF;Cádiz;es La Liga;30;1992;26;14;1285;0;1;1;0;3;0;0.3;0.8
866;Carlos Fernández;es ESP;FW;Real Sociedad;es La Liga;27;1996;10;5;408;2;1;3;1;3;0;1.5;0.5
867;Enzo Fernández;ar ARG;MF;Chelsea;eng Premier League;22;2001;28;26;2209;3;2;5;2;7;0;6.2;3.4
868;Raúl Fernández;es ESP;GK;Granada;es La Liga;35;1988;4;4;280;0;0;0;0;0;0;0.0;0.0
869;Valery Fernández;es ESP;MF,FW;Girona;es La Liga;23;1999;27;2;506;2;0;2;2;1;0;0.7;0.8
870;Fernando;es ESP;GK;Almería;es La Liga;33;1990;4;4;360;0;0;0;0;0;0;0.0;0.0
871;Fernando;br BRA;MF;Sevilla;es La Liga;36;1987;8;5;459;0;0;0;0;0;0;0.0;0.3
872;Ichem Ferrah;fr FRA;FW;Lille;fr Ligue 1;17;2005;1;0;3;0;0;0;0;0;0;0.0;0.0
873;Andrea Ferraris;it ITA;MF;Monza;it Serie A;20;2003;1;0;10;0;0;0;0;0;0;0.0;0.0
874;André Ferreira;pt POR;GK;Granada;es La Liga;27;1996;15;14;1340;0;0;0;0;1;0;0.0;0.0
875;João Ferreira;pt POR;DF;Udinese;it Serie A;22;2001;35;18;1822;0;1;1;0;9;0;0.1;0.9
876;Jordan Ferri;fr FRA;MF;Montpellier;fr Ligue 1;31;1992;30;23;2031;1;1;2;1;6;0;0.6;1.9
877;Nacho Ferri;es ESP;FW,MF;Eint Frankfurt;de Bundesliga;18;2004;8;0;74;1;0;1;1;0;0;1.2;0.0
878;Rachad Fettal;ma MAR;FW;Almería;es La Liga;18;2005;1;0;17;0;0;0;0;0;0;0.1;0.0
879;Seydou Fini;it ITA;DF,FW;Genoa;it Serie A;17;2006;3;0;35;0;0;0;0;0;0;0.1;0.0
880;Max Finkgräfe;de GER;DF,FW;Köln;de Bundesliga;19;2004;24;18;1756;1;0;1;1;4;0;1.0;1.6
881;Vincenzo Fiorillo;it ITA;GK;Salernitana;it Serie A;33;1990;4;4;360;0;0;0;0;1;1;0.0;0.0
882;Kilian Fischer;de GER;DF,MF;Wolfsburg;de Bundesliga;22;2000;6;4;291;0;0;0;0;1;0;0.1;0.1
883;John Fleck;sct SCO;MF,DF;Sheffield Utd;eng Premier League;31;1991;4;1;92;0;0;0;0;1;0;0.0;0.4
884;Mark Flekken;nl NED;GK;Brentford;eng Premier League;30;1993;37;37;3285;0;1;1;0;3;0;0.0;0.5
885;Alessandro Florenzi;it ITA;DF;Milan;it Serie A;32;1991;31;19;1732;1;4;5;1;5;0;1.7;3.4
886;Phil Foden;eng ENG;FW,MF;Manchester City;eng Premier League;23;2000;35;33;2857;19;8;27;19;2;0;10.3;8.4
887;Wes Foderingham;eng ENG;GK;Sheffield Utd;eng Premier League;32;1991;30;29;2649;0;0;0;0;2;0;0.0;0.1
888;Malick Fofana;be BEL;FW;Lyon;fr Ligue 1;18;2005;17;4;559;3;0;3;3;0;0;1.8;0.5
889;Youssouf Fofana;fr FRA;MF;Monaco;fr Ligue 1;24;1999;32;31;2697;4;4;8;4;3;0;5.0;3.4
890;Jonas Föhrenbach;de GER;DF;Heidenheim;de Bundesliga;27;1996;33;32;2788;0;0;0;0;2;0;0.5;0.8
891;Thomas Foket;be BEL;DF;Reims;fr Ligue 1;28;1994;27;22;1833;0;1;1;0;9;1;0.2;0.9
892;Michael Folorunsho;it ITA;MF,FW;Hellas Verona;it Serie A;25;1998;34;33;2781;5;1;6;5;5;0;4.0;1.4
893;Tiago Fonseca Morais;pt POR;FW;Lille;fr Ligue 1;19;2003;3;0;46;0;0;0;0;0;0;0.4;0.0
894;Pablo Fornals;es ESP;MF,FW;West Ham;eng Premier League;27;1996;15;4;426;0;0;0;0;0;0;0.3;0.3
895;Pablo Fornals;es ESP;FW,MF;Betis;es La Liga;27;1996;15;14;1148;3;2;5;3;2;0;1.8;1.6
896;Emil Forsberg;se SWE;MF,FW;RB Leipzig;de Bundesliga;31;1991;14;5;464;2;1;3;2;0;0;1.4;0.9
897;Omari Forson;eng ENG;FW;Manchester Utd;eng Premier League;19;2004;4;1;70;0;1;1;0;0;0;0.0;0.2
898;Philipp Förster;de GER;MF,FW;Bochum;de Bundesliga;28;1995;13;3;385;0;0;0;0;1;0;0.5;0.5
899;Héctor Fort;es ESP;DF;Barcelona;es La Liga;16;2006;7;4;318;0;2;2;0;0;0;0.0;0.8
900;Lyle Foster;za RSA;FW,MF;Burnley;eng Premier League;22;2000;24;22;1899;5;3;8;5;0;1;4.5;1.9
901;Dimitri Foulquier;fr FRA;DF,MF;Valencia;es La Liga;30;1993;33;19;1842;0;0;0;0;3;0;0.6;1.2
902;Juan Foyth;ar ARG;DF;Villarreal;es La Liga;25;1998;12;12;1062;1;1;2;1;1;0;0.4;0.9
903;Matheus França;br BRA;MF,FW;Crystal Palace;eng Premier League;19;2004;10;1;232;0;1;1;0;1;0;0.4;0.9
904;Bartol Franjić;hr CRO;MF;Darmstadt 98;de Bundesliga;23;2000;20;14;1229;0;1;1;0;5;0;0.3;0.2
905;Przemysław Frankowski;pl POL;DF;Lens;fr Ligue 1;28;1995;30;24;2192;3;2;5;2;4;0;3.7;3.8
906;Nathan Fraser;ie IRL;FW;Wolves;eng Premier League;18;2005;7;1;186;0;0;0;0;1;0;0.3;0.1
907;Davide Frattesi;it ITA;MF;Inter;it Serie A;23;1999;32;6;955;6;3;9;6;1;0;7.1;1.9
908;Jean Frederic N'Guessan;ci CIV;MF,FW;Metz;fr Ligue 1;20;2003;6;1;110;0;0;0;0;0;0;0.1;0.0
909;Morten Frendrup;dk DEN;MF;Genoa;it Serie A;22;2001;37;36;3145;2;5;7;2;6;0;1.7;1.6
910;Remo Freuler;ch SUI;MF;Bologna;it Serie A;31;1992;32;30;2624;1;1;2;1;9;0;1.2;1.1
911;Marco Friedl;at AUT;DF;Werder Bremen;de Bundesliga;25;1998;25;25;2197;1;0;1;1;6;0;0.2;0.1
912;Marvin Friedrich;de GER;DF;Gladbach;de Bundesliga;27;1995;24;17;1566;0;0;0;0;1;0;0.6;0.2
913;Jeremie Frimpong;nl NED;DF;Leverkusen;de Bundesliga;22;2000;31;27;2251;9;7;16;9;6;0;8.2;5.9
914;Jorge de Frutos;es ESP;FW,MF;Rayo Vallecano;es La Liga;26;1997;36;14;1549;2;0;2;2;1;0;2.6;1.4
915;Chris Führich;de GER;FW,MF;Stuttgart;de Bundesliga;25;1998;34;33;2567;8;7;15;8;2;0;6.6;8.0
916;Shiō Fukuda;jp JPN;FW,MF;Gladbach;de Bundesliga;19;2004;5;0;36;0;0;0;0;0;0;0.2;0.0
917;Angelo Fulgini;fr FRA;MF;Lens;fr Ligue 1;26;1996;29;16;1376;1;2;3;1;1;0;3.2;3.2
918;Niclas Füllkrug;de GER;FW;Werder Bremen;de Bundesliga;30;1993;2;2;180;0;0;0;0;0;0;0.5;0.3
919;Niclas Füllkrug;de GER;FW;Dortmund;de Bundesliga;30;1993;29;27;2212;12;8;20;9;1;0;12.4;3.1
920;Gerardo Fusco;it ITA;FW;Salernitana;it Serie A;18;2005;1;0;15;0;0;0;0;0;0;0.0;0.0
921;Daniel Fuzato;br BRA;GK;Getafe;es La Liga;26;1997;1;0;7;0;0;0;0;0;0;0.0;0.0
922;Matteo Gabbia;it ITA;DF;Milan;it Serie A;23;1999;18;14;1275;2;1;3;2;5;0;1.6;0.3
923;Matteo Gabbia;it ITA;DF;Villarreal;es La Liga;23;1999;7;6;477;0;0;0;0;2;0;0.0;0.1
924;Gianluca Gaetano;it ITA;FW,MF;Cagliari;it Serie A;23;2000;11;10;745;4;1;5;3;1;1;1.3;1.3
